,,account_id,available,pre_balance,total_balance
2018-01-25,0,test0_12940567,2000000.0,0,2000000.0
2018-01-25,1,test1_41968025,1000.0,0,1000.0
2018-01-26,0,test0_12940567,2000000.0,0,2000000.0
2018-01-26,1,test1_41968025,1000.0,0,1000.0
2018-01-29,0,test0_12940567,1539825.9891999986,0,1999660.9891999986
2018-01-29,1,test1_41968025,1000.0,0,1000.0
2018-01-30,0,test0_12940567,1655892.2555999986,0,1995348.2555999986
2018-01-30,1,test1_41968025,1000.0,0,1000.0
2018-01-31,0,test0_12940567,1687851.3291999989,0,1996252.3291999989
2018-01-31,1,test1_41968025,1000.0,0,1000.0
2018-02-01,0,test0_12940567,1747667.3360999993,0,1990887.3360999993
2018-02-01,1,test1_41968025,1000.0,0,1000.0
2018-02-02,0,test0_12940567,1796593.2176999997,0,1994381.2176999997
2018-02-02,1,test1_41968025,1000.0,0,1000.0
2018-02-05,0,test0_12940567,1793027.3713,0,1994225.3713
2018-02-05,1,test1_41968025,1000.0,0,1000.0
2018-02-06,0,test0_12940567,1824857.3176,0,1986095.3176
2018-02-06,1,test1_41968025,1000.0,0,1000.0
2018-02-07,0,test0_12940567,1852849.6786,0,1982448.6786
2018-02-07,1,test1_41968025,1000.0,0,1000.0
2018-02-08,0,test0_12940567,1869469.3452,0,1979949.3452
2018-02-08,1,test1_41968025,1000.0,0,1000.0
2018-02-09,0,test0_12940567,1907837.7542000003,0,1974603.7542000003
2018-02-09,1,test1_41968025,1000.0,0,1000.0
2018-02-12,0,test0_12940567,1936772.0263000007,0,1975294.0263000007
2018-02-12,1,test1_41968025,1000.0,0,1000.0
2018-02-13,0,test0_12940567,1945820.9070000004,0,1975371.9070000004
2018-02-13,1,test1_41968025,1000.0,0,1000.0
2018-02-14,0,test0_12940567,1923161.3053000006,0,1975255.3053000006
2018-02-14,1,test1_41968025,1000.0,0,1000.0
2018-02-22,0,test0_12940567,1904612.3017000004,0,1977113.3017000004
2018-02-22,1,test1_41968025,1000.0,0,1000.0
2018-02-23,0,test0_12940567,1857516.0758,0,1977927.0758
2018-02-23,1,test1_41968025,1000.0,0,1000.0
2018-02-26,0,test0_12940567,1808969.5162,0,1979861.5162
2018-02-26,1,test1_41968025,1000.0,0,1000.0
2018-02-27,0,test0_12940567,1665524.4956000003,0,1977919.4956000003
2018-02-27,1,test1_41968025,1000.0,0,1000.0
2018-02-28,0,test0_12940567,1614421.8698000005,0,1976591.8698000005
2018-02-28,1,test1_41968025,1000.0,0,1000.0
2018-03-01,0,test0_12940567,1602439.8889000004,0,1982049.8889000004
2018-03-01,1,test1_41968025,1000.0,0,1000.0
2018-03-02,0,test0_12940567,1565691.9334,0,1979333.9334
2018-03-02,1,test1_41968025,1000.0,0,1000.0
2018-03-05,0,test0_12940567,1572386.4281000001,0,1981609.4281000001
2018-03-05,1,test1_41968025,1000.0,0,1000.0
2018-03-06,0,test0_12940567,1563042.9213,0,1984406.9213
2018-03-06,1,test1_41968025,1000.0,0,1000.0
2018-03-07,0,test0_12940567,1529645.6997,0,1980626.6997
2018-03-07,1,test1_41968025,1000.0,0,1000.0
2018-03-08,0,test0_12940567,1515158.6381999997,0,1985246.6381999997
2018-03-08,1,test1_41968025,1000.0,0,1000.0
2018-03-09,0,test0_12940567,1487358.3005999995,0,1991943.3005999995
2018-03-09,1,test1_41968025,1000.0,0,1000.0
2018-03-12,0,test0_12940567,1422363.8081000005,0,1997101.8081000005
2018-03-12,1,test1_41968025,1000.0,0,1000.0
2018-03-13,0,test0_12940567,1481058.1283000007,0,1990378.1283000007
2018-03-13,1,test1_41968025,1000.0,0,1000.0
2018-03-14,0,test0_12940567,1403003.4831000005,0,1987129.4831000005
2018-03-14,1,test1_41968025,1000.0,0,1000.0
2018-03-15,0,test0_12940567,1401389.3321000007,0,1991132.3321000007
2018-03-15,1,test1_41968025,1000.0,0,1000.0
2018-03-16,0,test0_12940567,1438297.1614000008,0,1985595.1614000008
2018-03-16,1,test1_41968025,1000.0,0,1000.0
2018-03-19,0,test0_12940567,1477817.0942000016,0,1989867.0942000016
2018-03-19,1,test1_41968025,1000.0,0,1000.0
2018-03-20,0,test0_12940567,1528256.2909000013,0,1990719.2909000013
2018-03-20,1,test1_41968025,1000.0,0,1000.0
2018-03-21,0,test0_12940567,1560743.5771000008,0,1986495.5771000008
2018-03-21,1,test1_41968025,1000.0,0,1000.0
2018-03-22,0,test0_12940567,1607798.2760000005,0,1981307.2760000005
2018-03-22,1,test1_41968025,1000.0,0,1000.0
2018-03-23,0,test0_12940567,1650993.2781000005,0,1969968.2781000005
2018-03-23,1,test1_41968025,1000.0,0,1000.0
2018-03-26,0,test0_12940567,1793370.8475000006,0,1974810.8475000006
2018-03-26,1,test1_41968025,1000.0,0,1000.0
2018-03-27,0,test0_12940567,1805398.0358000007,0,1977322.0358000007
2018-03-27,1,test1_41968025,1000.0,0,1000.0
2018-03-28,0,test0_12940567,1814967.3713000007,0,1974937.3713000007
2018-03-28,1,test1_41968025,1000.0,0,1000.0
2018-03-29,0,test0_12940567,1828343.7165000003,0,1972623.7165000003
2018-03-29,1,test1_41968025,1000.0,0,1000.0
2018-03-30,0,test0_12940567,1796311.1636000003,0,1976543.1636000003
2018-03-30,1,test1_41968025,1000.0,0,1000.0
2018-04-02,0,test0_12940567,1775848.1112000004,0,1977148.1112000004
2018-04-02,1,test1_41968025,1000.0,0,1000.0
2018-04-03,0,test0_12940567,1770472.1437000001,0,1975807.1437000001
2018-04-03,1,test1_41968025,1000.0,0,1000.0
2018-04-04,0,test0_12940567,1777665.9510000001,0,1973326.9510000001
2018-04-04,1,test1_41968025,1000.0,0,1000.0
2018-04-09,0,test0_12940567,1762831.9767000002,0,1973607.9767000002
2018-04-09,1,test1_41968025,1000.0,0,1000.0
2018-04-10,0,test0_12940567,1748372.3728000002,0,1973126.3728000002
2018-04-10,1,test1_41968025,1000.0,0,1000.0
2018-04-11,0,test0_12940567,1738671.8389000003,0,1973687.8389000003
2018-04-11,1,test1_41968025,1000.0,0,1000.0
2018-04-12,0,test0_12940567,1728993.2814000002,0,1973710.2814000002
2018-04-12,1,test1_41968025,1000.0,0,1000.0
2018-04-13,0,test0_12940567,1717813.8713000002,0,1972299.8713000002
2018-04-13,1,test1_41968025,1000.0,0,1000.0
2018-04-16,0,test0_12940567,1719635.7787000001,0,1972110.7787000001
2018-04-16,1,test1_41968025,1000.0,0,1000.0
2018-04-17,0,test0_12940567,1757051.9384000003,0,1966003.9384000003
2018-04-17,1,test1_41968025,1000.0,0,1000.0
2018-04-18,0,test0_12940567,1772756.3416,0,1968335.3416
2018-04-18,1,test1_41968025,1000.0,0,1000.0
2018-04-19,0,test0_12940567,1771153.7204,0,1968924.7204
2018-04-19,1,test1_41968025,1000.0,0,1000.0
2018-04-20,0,test0_12940567,1773160.4823999999,0,1967480.4823999999
2018-04-20,1,test1_41968025,1000.0,0,1000.0
2018-04-23,0,test0_12940567,1797303.0982999997,0,1964241.0982999997
2018-04-23,1,test1_41968025,1000.0,0,1000.0
2018-04-24,0,test0_12940567,1779220.7922999999,0,1967491.7922999999
2018-04-24,1,test1_41968025,1000.0,0,1000.0
2018-04-25,0,test0_12940567,1761152.9121999997,0,1967967.9121999997
2018-04-25,1,test1_41968025,1000.0,0,1000.0
2018-04-26,0,test0_12940567,1759989.6961999997,0,1964073.6961999997
2018-04-26,1,test1_41968025,1000.0,0,1000.0
2018-04-27,0,test0_12940567,1752084.0197999997,0,1964039.0197999997
2018-04-27,1,test1_41968025,1000.0,0,1000.0
2018-05-02,0,test0_12940567,1732259.2213999995,0,1962883.2213999995
2018-05-02,1,test1_41968025,1000.0,0,1000.0
2018-05-03,0,test0_12940567,1743362.3178999992,0,1964689.3178999992
2018-05-03,1,test1_41968025,1000.0,0,1000.0
2018-05-04,0,test0_12940567,1741635.8076999998,0,1964435.8076999998
2018-05-04,1,test1_41968025,1000.0,0,1000.0
2018-05-07,0,test0_12940567,1682062.6354999996,0,1969751.6354999996
2018-05-07,1,test1_41968025,1000.0,0,1000.0
2018-05-08,0,test0_12940567,1654938.4481999993,0,1970829.4481999993
2018-05-08,1,test1_41968025,1000.0,0,1000.0
2018-05-09,0,test0_12940567,1542986.8842999993,0,1970504.8842999993
2018-05-09,1,test1_41968025,1000.0,0,1000.0
2018-05-10,0,test0_12940567,1508828.7850999993,0,1975087.7850999993
2018-05-10,1,test1_41968025,1000.0,0,1000.0
2018-05-11,0,test0_12940567,1471027.4480999992,0,1971824.4480999992
2018-05-11,1,test1_41968025,1000.0,0,1000.0
2018-05-14,0,test0_12940567,1460253.640799999,0,1978578.640799999
2018-05-14,1,test1_41968025,1000.0,0,1000.0
2018-05-15,0,test0_12940567,1451636.5754999993,0,1982492.5754999993
2018-05-15,1,test1_41968025,1000.0,0,1000.0
2018-05-16,0,test0_12940567,1453611.9642999996,0,1980914.9642999996
2018-05-16,1,test1_41968025,1000.0,0,1000.0
2018-05-17,0,test0_12940567,1464303.944,0,1976007.944
2018-05-17,1,test1_41968025,1000.0,0,1000.0
2018-05-18,0,test0_12940567,1454361.1746999999,0,1980438.1746999999
2018-05-18,1,test1_41968025,1000.0,0,1000.0
2018-05-21,0,test0_12940567,1452695.0594,0,1977456.0594
2018-05-21,1,test1_41968025,1000.0,0,1000.0
2018-05-22,0,test0_12940567,1463209.4708,0,1980020.4708
2018-05-22,1,test1_41968025,1000.0,0,1000.0
2018-05-23,0,test0_12940567,1474128.7292000004,0,1973966.7292000004
2018-05-23,1,test1_41968025,1000.0,0,1000.0
2018-05-24,0,test0_12940567,1476314.5936000003,0,1969743.5936000003
2018-05-24,1,test1_41968025,1000.0,0,1000.0
2018-05-25,0,test0_12940567,1521253.6012000002,0,1968887.6012000002
2018-05-25,1,test1_41968025,1000.0,0,1000.0
2018-05-28,0,test0_12940567,1564097.9753999999,0,1974695.9753999999
2018-05-28,1,test1_41968025,1000.0,0,1000.0
2018-05-29,0,test0_12940567,1627676.8656999993,0,1964947.8656999993
2018-05-29,1,test1_41968025,1000.0,0,1000.0
2018-05-30,0,test0_12940567,1651248.5837999992,0,1958198.5837999992
2018-05-30,1,test1_41968025,1000.0,0,1000.0
2018-05-31,0,test0_12940567,1674605.4314999992,0,1967119.4314999992
2018-05-31,1,test1_41968025,1000.0,0,1000.0
2018-06-01,0,test0_12940567,1684795.8343999994,0,1960792.8343999994
2018-06-01,1,test1_41968025,1000.0,0,1000.0
2018-06-04,0,test0_12940567,1713898.112499999,0,1965325.112499999
2018-06-04,1,test1_41968025,1000.0,0,1000.0
2018-06-05,0,test0_12940567,1731275.625599999,0,1968919.625599999
2018-06-05,1,test1_41968025,1000.0,0,1000.0
2018-06-06,0,test0_12940567,1672535.0086999987,0,1969470.0086999987
2018-06-06,1,test1_41968025,1000.0,0,1000.0
2018-06-07,0,test0_12940567,1695804.3503999985,0,1967288.3503999985
2018-06-07,1,test1_41968025,1000.0,0,1000.0
2018-06-08,0,test0_12940567,1668539.7375999982,0,1965615.7375999982
2018-06-08,1,test1_41968025,1000.0,0,1000.0
2018-06-11,0,test0_12940567,1631630.1185999988,0,1964586.1185999988
2018-06-11,1,test1_41968025,1000.0,0,1000.0
2018-06-12,0,test0_12940567,1649095.131699999,0,1971923.131699999
2018-06-12,1,test1_41968025,1000.0,0,1000.0
2018-06-13,0,test0_12940567,1666814.4326999988,0,1968287.4326999988
2018-06-13,1,test1_41968025,1000.0,0,1000.0
2018-06-14,0,test0_12940567,1681817.0866999994,0,1965947.0866999994
2018-06-14,1,test1_41968025,1000.0,0,1000.0
2018-06-15,0,test0_12940567,1685408.0616999997,0,1963851.0616999997
2018-06-15,1,test1_41968025,1000.0,0,1000.0
2018-06-19,0,test0_12940567,1699873.8723999998,0,1954015.8723999998
2018-06-19,1,test1_41968025,1000.0,0,1000.0
2018-06-20,0,test0_12940567,1716789.1533,0,1958173.1533
2018-06-20,1,test1_41968025,1000.0,0,1000.0
2018-06-21,0,test0_12940567,1726998.4008000002,0,1956347.4008000002
2018-06-21,1,test1_41968025,1000.0,0,1000.0
2018-06-22,0,test0_12940567,1835490.0784000005,0,1956587.0784000005
2018-06-22,1,test1_41968025,1000.0,0,1000.0
2018-06-25,0,test0_12940567,1885426.6763000004,0,1954978.6763000004
2018-06-25,1,test1_41968025,1000.0,0,1000.0
2018-06-26,0,test0_12940567,1878586.4433000004,0,1953496.4433000004
2018-06-26,1,test1_41968025,1000.0,0,1000.0
2018-06-27,0,test0_12940567,1890171.0228000004,0,1950896.0228000004
2018-06-27,1,test1_41968025,1000.0,0,1000.0
2018-06-28,0,test0_12940567,1916463.7551000004,0,1950436.7551000004
2018-06-28,1,test1_41968025,1000.0,0,1000.0
2018-06-29,0,test0_12940567,1915573.1764000002,0,1951125.1764000002
2018-06-29,1,test1_41968025,1000.0,0,1000.0
2018-07-02,0,test0_12940567,1926386.5196000002,0,1950939.5196000002
2018-07-02,1,test1_41968025,1000.0,0,1000.0
2018-07-03,0,test0_12940567,1918206.2929,0,1951011.2929
2018-07-03,1,test1_41968025,1000.0,0,1000.0
2018-07-04,0,test0_12940567,1897103.9381000001,0,1950454.9381000001
2018-07-04,1,test1_41968025,1000.0,0,1000.0
2018-07-05,0,test0_12940567,1879803.0888000003,0,1949398.0888000003
2018-07-05,1,test1_41968025,1000.0,0,1000.0
2018-07-06,0,test0_12940567,1879883.8921000003,0,1949266.8921000003
2018-07-06,1,test1_41968025,1000.0,0,1000.0
2018-07-09,0,test0_12940567,1875741.4442000005,0,1951133.4442000005
2018-07-09,1,test1_41968025,1000.0,0,1000.0
2018-07-10,0,test0_12940567,1860734.9436000003,0,1951607.9436000003
2018-07-10,1,test1_41968025,1000.0,0,1000.0
2018-07-11,0,test0_12940567,1845575.3971000006,0,1950506.3971000006
2018-07-11,1,test1_41968025,1000.0,0,1000.0
2018-07-12,0,test0_12940567,1789184.484900001,0,1953364.484900001
2018-07-12,1,test1_41968025,1000.0,0,1000.0
2018-07-13,0,test0_12940567,1727555.654800001,0,1954125.654800001
2018-07-13,1,test1_41968025,1000.0,0,1000.0
2018-07-16,0,test0_12940567,1615544.3037000012,0,1954724.3037000012
2018-07-16,1,test1_41968025,1000.0,0,1000.0
2018-07-17,0,test0_12940567,1585454.295900001,0,1951089.295900001
2018-07-17,1,test1_41968025,1000.0,0,1000.0
2018-07-18,0,test0_12940567,1551190.6107000012,0,1948739.6107000012
2018-07-18,1,test1_41968025,1000.0,0,1000.0
2018-07-19,0,test0_12940567,1556116.654200001,0,1946237.654200001
2018-07-19,1,test1_41968025,1000.0,0,1000.0
2018-07-20,0,test0_12940567,1566941.171200001,0,1949848.171200001
2018-07-20,1,test1_41968025,1000.0,0,1000.0
2018-07-23,0,test0_12940567,1566263.1935000005,0,1948381.1935000005
2018-07-23,1,test1_41968025,1000.0,0,1000.0
2018-07-24,0,test0_12940567,1540986.9980000004,0,1952624.9980000004
2018-07-24,1,test1_41968025,1000.0,0,1000.0
2018-07-25,0,test0_12940567,1512799.7301999996,0,1952439.7301999996
2018-07-25,1,test1_41968025,1000.0,0,1000.0
2018-07-26,0,test0_12940567,1492382.3903,0,1945968.3903
2018-07-26,1,test1_41968025,1000.0,0,1000.0
2018-07-27,0,test0_12940567,1504393.0073999995,0,1944480.0073999995
2018-07-27,1,test1_41968025,1000.0,0,1000.0
2018-07-30,0,test0_12940567,1523838.1990999996,0,1939776.1990999996
2018-07-30,1,test1_41968025,1000.0,0,1000.0
2018-07-31,0,test0_12940567,1546806.6310999996,0,1940548.6310999996
2018-07-31,1,test1_41968025,1000.0,0,1000.0
2018-08-01,0,test0_12940567,1683855.1031999998,0,1933668.1031999998
2018-08-01,1,test1_41968025,1000.0,0,1000.0
2018-08-02,0,test0_12940567,1734837.7561999997,0,1928431.7561999997
2018-08-02,1,test1_41968025,1000.0,0,1000.0
2018-08-03,0,test0_12940567,1790086.4855000002,0,1925421.4855000002
2018-08-03,1,test1_41968025,1000.0,0,1000.0
2018-08-06,0,test0_12940567,1839517.0725000007,0,1923102.0725000007
2018-08-06,1,test1_41968025,1000.0,0,1000.0
2018-08-07,0,test0_12940567,1854143.7136000004,0,1925512.7136000004
2018-08-07,1,test1_41968025,1000.0,0,1000.0
2018-08-08,0,test0_12940567,1861176.6146000002,0,1924589.6146000002
2018-08-08,1,test1_41968025,1000.0,0,1000.0
2018-08-09,0,test0_12940567,1860382.2248999996,0,1925488.2248999996
2018-08-09,1,test1_41968025,1000.0,0,1000.0
2018-08-10,0,test0_12940567,1851642.5688999996,0,1925538.5688999996
2018-08-10,1,test1_41968025,1000.0,0,1000.0
2018-08-13,0,test0_12940567,1822103.2989999992,0,1925191.2989999992
2018-08-13,1,test1_41968025,1000.0,0,1000.0
2018-08-14,0,test0_12940567,1824805.2604999992,0,1924571.2604999992
2018-08-14,1,test1_41968025,1000.0,0,1000.0
2018-08-15,0,test0_12940567,1819970.465999999,0,1922531.465999999
2018-08-15,1,test1_41968025,1000.0,0,1000.0
2018-08-16,0,test0_12940567,1829440.0740999994,0,1921704.0740999994
2018-08-16,1,test1_41968025,1000.0,0,1000.0
2018-08-17,0,test0_12940567,1849982.5862999992,0,1919975.5862999992
2018-08-17,1,test1_41968025,1000.0,0,1000.0
2018-08-20,0,test0_12940567,1861043.2622999994,0,1920504.2622999994
2018-08-20,1,test1_41968025,1000.0,0,1000.0
2018-08-21,0,test0_12940567,1855437.8223999997,0,1921010.8223999997
2018-08-21,1,test1_41968025,1000.0,0,1000.0
2018-08-22,0,test0_12940567,1844023.9497999998,0,1920507.9497999998
2018-08-22,1,test1_41968025,1000.0,0,1000.0
2018-08-23,0,test0_12940567,1823203.7055999998,0,1921423.7055999998
2018-08-23,1,test1_41968025,1000.0,0,1000.0
2018-08-24,0,test0_12940567,1790167.7977999998,0,1921110.7977999998
2018-08-24,1,test1_41968025,1000.0,0,1000.0
2018-08-27,0,test0_12940567,1739848.0715,0,1923873.0715
2018-08-27,1,test1_41968025,1000.0,0,1000.0
2018-08-28,0,test0_12940567,1690927.3997,0,1923296.3997
2018-08-28,1,test1_41968025,1000.0,0,1000.0
2018-08-29,0,test0_12940567,1564355.4395000003,0,1922913.4395000003
2018-08-29,1,test1_41968025,1000.0,0,1000.0
2018-08-30,0,test0_12940567,1531181.3876000005,0,1918798.3876000005
2018-08-30,1,test1_41968025,1000.0,0,1000.0
2018-08-31,0,test0_12940567,1520611.1735000005,0,1913718.1735000005
2018-08-31,1,test1_41968025,1000.0,0,1000.0
2018-09-03,0,test0_12940567,1548499.8934000002,0,1914670.8934000002
2018-09-03,1,test1_41968025,1000.0,0,1000.0
2018-09-04,0,test0_12940567,1581162.1635999999,0,1919690.1635999999
2018-09-04,1,test1_41968025,1000.0,0,1000.0
2018-09-05,0,test0_12940567,1698572.4455,0,1913108.4455
2018-09-05,1,test1_41968025,1000.0,0,1000.0
2018-09-06,0,test0_12940567,1722051.7994,0,1911696.7994
2018-09-06,1,test1_41968025,1000.0,0,1000.0
2018-09-07,0,test0_12940567,1723068.794,0,1911680.794
2018-09-07,1,test1_41968025,1000.0,0,1000.0
2018-09-10,0,test0_12940567,1747499.1088000003,0,1908270.1088000003
2018-09-10,1,test1_41968025,1000.0,0,1000.0
2018-09-11,0,test0_12940567,1772057.0860000001,0,1908844.0860000001
2018-09-11,1,test1_41968025,1000.0,0,1000.0
2018-09-12,0,test0_12940567,1794604.799,0,1908261.799
2018-09-12,1,test1_41968025,1000.0,0,1000.0
2018-09-13,0,test0_12940567,1798827.2430000002,0,1908841.2430000002
2018-09-13,1,test1_41968025,1000.0,0,1000.0
2018-09-14,0,test0_12940567,1813319.2272000003,0,1907349.2272000003
2018-09-14,1,test1_41968025,1000.0,0,1000.0
2018-09-17,0,test0_12940567,1810763.7084,0,1906409.7084
2018-09-17,1,test1_41968025,1000.0,0,1000.0
2018-09-18,0,test0_12940567,1801622.5549999997,0,1908261.5549999997
2018-09-18,1,test1_41968025,1000.0,0,1000.0
2018-09-19,0,test0_12940567,1766912.5726999992,0,1908990.5726999992
2018-09-19,1,test1_41968025,1000.0,0,1000.0
2018-09-20,0,test0_12940567,1672808.9136999988,0,1908028.9136999988
2018-09-20,1,test1_41968025,1000.0,0,1000.0
2018-09-21,0,test0_12940567,1614696.3844999985,0,1915076.3844999985
2018-09-21,1,test1_41968025,1000.0,0,1000.0
2018-09-25,0,test0_12940567,1554057.1981999993,0,1912675.1981999993
2018-09-25,1,test1_41968025,1000.0,0,1000.0
2018-09-26,0,test0_12940567,1497809.3288999996,0,1918526.3288999996
2018-09-26,1,test1_41968025,1000.0,0,1000.0
2018-09-27,0,test0_12940567,1460108.0218999998,0,1916729.0218999998
2018-09-27,1,test1_41968025,1000.0,0,1000.0
2018-09-28,0,test0_12940567,1459470.4185,0,1921211.4185
2018-09-28,1,test1_41968025,1000.0,0,1000.0
2018-10-08,0,test0_12940567,1473211.9088999997,0,1899080.9088999997
2018-10-08,1,test1_41968025,1000.0,0,1000.0
2018-10-09,0,test0_12940567,1510436.9256999993,0,1899377.9256999993
2018-10-09,1,test1_41968025,1000.0,0,1000.0
2018-10-10,0,test0_12940567,1548884.9617999995,0,1894356.9617999995
2018-10-10,1,test1_41968025,1000.0,0,1000.0
2018-10-11,0,test0_12940567,1608397.810199999,0,1879182.810199999
2018-10-11,1,test1_41968025,1000.0,0,1000.0
2018-10-12,0,test0_12940567,1700881.3397999983,0,1885336.3397999983
2018-10-12,1,test1_41968025,1000.0,0,1000.0
2018-10-15,0,test0_12940567,1799322.8442999984,0,1883081.8442999984
2018-10-15,1,test1_41968025,1000.0,0,1000.0
2018-10-16,0,test0_12940567,1816556.2002999983,0,1881729.2002999983
2018-10-16,1,test1_41968025,1000.0,0,1000.0
2018-10-17,0,test0_12940567,1848503.4281999983,0,1881315.4281999983
2018-10-17,1,test1_41968025,1000.0,0,1000.0
2018-10-18,0,test0_12940567,1847037.6001999984,0,1880445.6001999984
2018-10-18,1,test1_41968025,1000.0,0,1000.0
2018-10-19,0,test0_12940567,1848642.0484999982,0,1880845.0484999982
2018-10-19,1,test1_41968025,1000.0,0,1000.0
2018-10-22,0,test0_12940567,1836602.437699998,0,1881796.437699998
2018-10-22,1,test1_41968025,1000.0,0,1000.0
2018-10-23,0,test0_12940567,1830077.0665999982,0,1881146.0665999982
2018-10-23,1,test1_41968025,1000.0,0,1000.0
2018-10-24,0,test0_12940567,1788258.5247999984,0,1881027.5247999984
2018-10-24,1,test1_41968025,1000.0,0,1000.0
2018-10-25,0,test0_12940567,1747839.0956999983,0,1881762.0956999983
2018-10-25,1,test1_41968025,1000.0,0,1000.0
2018-10-26,0,test0_12940567,1723088.0256999985,0,1879683.0256999985
2018-10-26,1,test1_41968025,1000.0,0,1000.0
2018-10-29,0,test0_12940567,1757798.1706999983,0,1876299.1706999983
2018-10-29,1,test1_41968025,1000.0,0,1000.0
2018-10-30,0,test0_12940567,1751400.8032999982,0,1877776.8032999982
2018-10-30,1,test1_41968025,1000.0,0,1000.0
2018-10-31,0,test0_12940567,1737704.6956999982,0,1878242.6956999982
2018-10-31,1,test1_41968025,1000.0,0,1000.0
2018-11-01,0,test0_12940567,1725574.4611999982,0,1879092.4611999982
2018-11-01,1,test1_41968025,1000.0,0,1000.0
2018-11-02,0,test0_12940567,1683432.8224999984,0,1882965.8224999984
2018-11-02,1,test1_41968025,1000.0,0,1000.0
2018-11-05,0,test0_12940567,1619391.8745999981,0,1879499.8745999981
2018-11-05,1,test1_41968025,1000.0,0,1000.0
2018-11-06,0,test0_12940567,1551742.8327999983,0,1877986.8327999983
2018-11-06,1,test1_41968025,1000.0,0,1000.0
2018-11-07,0,test0_12940567,1517664.8268999981,0,1875928.8268999981
2018-11-07,1,test1_41968025,1000.0,0,1000.0
2018-11-08,0,test0_12940567,1506520.649699998,0,1873082.649699998
2018-11-08,1,test1_41968025,1000.0,0,1000.0
2018-11-09,0,test0_12940567,1527690.8215999985,0,1870568.8215999985
2018-11-09,1,test1_41968025,1000.0,0,1000.0
2018-11-12,0,test0_12940567,1536073.0914999985,0,1877384.0914999985
2018-11-12,1,test1_41968025,1000.0,0,1000.0
2018-11-13,0,test0_12940567,1543195.1299999987,0,1880611.1299999987
2018-11-13,1,test1_41968025,1000.0,0,1000.0
2018-11-14,0,test0_12940567,1564659.628099999,0,1878451.628099999
2018-11-14,1,test1_41968025,1000.0,0,1000.0
2018-11-15,0,test0_12940567,1565772.1327999989,0,1883755.1327999989
2018-11-15,1,test1_41968025,1000.0,0,1000.0
2018-11-16,0,test0_12940567,1562631.537799999,0,1886393.537799999
2018-11-16,1,test1_41968025,1000.0,0,1000.0
2018-11-19,0,test0_12940567,1528003.5737999985,0,1888964.5737999985
2018-11-19,1,test1_41968025,1000.0,0,1000.0
2018-11-20,0,test0_12940567,1532463.6729999986,0,1879036.6729999986
2018-11-20,1,test1_41968025,1000.0,0,1000.0
2018-11-21,0,test0_12940567,1520499.9600999986,0,1880834.9600999986
2018-11-21,1,test1_41968025,1000.0,0,1000.0
2018-11-22,0,test0_12940567,1553873.9654999992,0,1880348.9654999992
2018-11-22,1,test1_41968025,1000.0,0,1000.0
2018-11-23,0,test0_12940567,1534402.5871999997,0,1870700.5871999997
2018-11-23,1,test1_41968025,1000.0,0,1000.0
2018-11-26,0,test0_12940567,1665103.2019000002,0,1868436.2019000002
2018-11-26,1,test1_41968025,1000.0,0,1000.0
2018-11-27,0,test0_12940567,1707034.5262000007,0,1869079.5262000007
2018-11-27,1,test1_41968025,1000.0,0,1000.0
2018-11-28,0,test0_12940567,1744024.8078000012,0,1871495.8078000012
2018-11-28,1,test1_41968025,1000.0,0,1000.0
2018-11-29,0,test0_12940567,1772505.2192000016,0,1868978.2192000016
2018-11-29,1,test1_41968025,1000.0,0,1000.0
